"Year.of.Observation","Month.of.Observation","County","National.Database.Number","Nmfs.Regional.Number","Examiner.Name","Stranding.Agreement.Authority","Region","State","Body.of.Water","Latitude","Latitude.Actual.Estimate","Longitude","Longitude.Actual.Estimate","How.lat.long.determined","Findings.of.Human.Interaction","Observation.Date","Observation.Status","Not.Able.to.Examine","Date.of.Examination","Year.of.Examination","Month.of.Examination","Day.of.Examination","Condition.at.Examination","Left.at.Site","Sex","Age.Class","Length","Length.Units","Length.actual.estimate","Weight","Weight.Units","Weight.actual.estimate","Necropsied.Flag","Stranding.Necropsied.By","Additional.Remarks","Cetacean.Common.Name","Water.Body","mean_lat","mean_long","Long_error","Lat_error","long_corr","lat_corr","sci_name","Date","Msquid_N","Herring","Anch","Sard","MEI","NPGO","PDO","SST_39","SST_44","Upwelling_39","Upwelling_45","Wind_39","Wind_44","ENSO_cat","MEI_lag1","NPGO_lag1","PDO_lag1","SST_39_lag1","SST_44_lag1","Upwelling_39_lag1","Upwelling_45_lag1","Wind_39_lag1","Wind_44_lag1","ENSO_cat_lag1","MEI_lag2","NPGO_lag2","PDO_lag2","SST_39_lag2","SST_44_lag2","Upwelling_39_lag2","Upwelling_45_lag2","Wind_39_lag2","Wind_44_lag2","ENSO_cat_lag2","MEI_lag3","NPGO_lag3","PDO_lag3","SST_39_lag3","SST_44_lag3","Upwelling_39_lag3","Upwelling_45_lag3","Wind_39_lag3","Wind_44_lag3","ENSO_cat_lag3","SST_39_anom","SST_44_anom","SST_39_anom_lag1","SST_44_anom_lag1","SST_39_anom_lag2","SST_44_anom_lag2","SST_39_anom_lag3","SST_44_anom_lag3","CBA_North","CBA_South","CBA_North_lag1","CBA_South_lag1","CBA_North_lag2","CBA_South_lag2","CBA_North_lag3","CBA_South_lag3","Season","type"
2000,"APR","Lincoln","NW-2000-1023620","NMFSNW-1423","Public","Unknown","NW","WA","NA","NA","NA","NA","NA","NA","N","2000-APR-17","Fresh Dead","N","2000-APR-17","2000","APR","17","Moderate Decomposition","N","Male","Unid","1230","cm","actual","NA","kg","N","NA","NA","NA","Gray whale","Inland_WA","44.6431007619048","-124.077402933333","NA","NA","-124.077402933333","44.6431007619048","Eschrichtius robustus",NA,NA,NA,NA,NA,-1.139,1.4045384,-2,10.714,9.65,-56.5364,-148.5527,1.49351,2.879367,"La Nina",-1.161,1.0528054,-1.63,11.502,10.505,39.6248,-124.471,-3.28,2.460916,"La Nina",-1.05,1.3205504,-2.05,12.62,11.105,-138.3826,-189.236,1.94643,5.391176,"La Nina",-0.973,1.1788208,-2.23,11.982,10.727,64.995,-76.3936,-2.72245,-0.597683,"La Nina",-0.93416,-0.706333333,-0.744076923,-0.556,-0.129615385,-0.865958333,-0.858115385,-2.187521739,-0.37079966,-0.27302754,0.21870416,-0.4218449,0.30914223,-0.15446927,-0.075414814,-0.5485003,"Spring","Other"
2000,"APR","Pacific","NW-2000-1023721","CRC-465","Cascadia Research","Unknown","NW","WA","NA","NA","NA","NA","NA","NA","N","2000-APR-22","Fresh Dead","N","2000-APR-25","2000","APR","25","Advanced Decomposition","N","Male","Unid","1077","cm","actual","NA","kg","Y","NA","NA","NA","Gray whale","WA_Coast","46.4619215632911","-124.065987303797","NA","NA","-124.065987303797","46.4619215632911","Eschrichtius robustus",NA,NA,NA,NA,NA,-1.139,1.4045384,-2,10.714,9.65,-56.5364,-148.5527,1.49351,2.879367,"La Nina",-1.161,1.0528054,-1.63,11.502,10.505,39.6248,-124.471,-3.28,2.460916,"La Nina",-1.05,1.3205504,-2.05,12.62,11.105,-138.3826,-189.236,1.94643,5.391176,"La Nina",-0.973,1.1788208,-2.23,11.982,10.727,64.995,-76.3936,-2.72245,-0.597683,"La Nina",-0.93416,-0.706333333,-0.744076923,-0.556,-0.129615385,-0.865958333,-0.858115385,-2.187521739,-0.37079966,-0.27302754,0.21870416,-0.4218449,0.30914223,-0.15446927,-0.075414814,-0.5485003,"Spring","Other"
2000,"APR","Island","NW-2000-1023719","CRC-463","Cascadia Research","Unknown","NW","WA","NA","NA","NA","NA","NA","NA","N","2000-APR-11","Fresh Dead","N","2000-APR-11","2000","APR","11","Advanced Decomposition","N","Male","Unid","1185","cm","actual","NA","kg","Y","NA","NA","NA","Gray whale","Inland_WA","48.1268857377049","-122.465236932203","NA","NA","-122.465236932203","48.1268857377049","Eschrichtius robustus",NA,NA,NA,NA,NA,-1.139,1.4045384,-2,10.714,9.65,-56.5364,-148.5527,1.49351,2.879367,"La Nina",-1.161,1.0528054,-1.63,11.502,10.505,39.6248,-124.471,-3.28,2.460916,"La Nina",-1.05,1.3205504,-2.05,12.62,11.105,-138.3826,-189.236,1.94643,5.391176,"La Nina",-0.973,1.1788208,-2.23,11.982,10.727,64.995,-76.3936,-2.72245,-0.597683,"La Nina",-0.93416,-0.706333333,-0.744076923,-0.556,-0.129615385,-0.865958333,-0.858115385,-2.187521739,-0.37079966,-0.27302754,0.21870416,-0.4218449,0.30914223,-0.15446927,-0.075414814,-0.5485003,"Spring","Other"
2000,"APR","Tillamook","NW-2000-1023867","NMFSNW-1650","Public","Unknown","NW","OR","NA","NA","NA","NA","NA","NA","Y","2000-APR-14","Alive","N","2000-APR-14","2000","APR","14","Alive","N","Unid","Unid","NA","cm","actual","NA","kg","N","NA","NA","NA","Unidentified","OR_Coast","45.421838328125","-123.955784984375","NA","NA","-123.955784984375","45.421838328125","NA NA",NA,NA,NA,NA,NA,-1.139,1.4045384,-2,10.714,9.65,-56.5364,-148.5527,1.49351,2.879367,"La Nina",-1.161,1.0528054,-1.63,11.502,10.505,39.6248,-124.471,-3.28,2.460916,"La Nina",-1.05,1.3205504,-2.05,12.62,11.105,-138.3826,-189.236,1.94643,5.391176,"La Nina",-0.973,1.1788208,-2.23,11.982,10.727,64.995,-76.3936,-2.72245,-0.597683,"La Nina",-0.93416,-0.706333333,-0.744076923,-0.556,-0.129615385,-0.865958333,-0.858115385,-2.187521739,-0.37079966,-0.27302754,0.21870416,-0.4218449,0.30914223,-0.15446927,-0.075414814,-0.5485003,"Spring","Other"
2000,"AUG","Clallam","NW-2000-1023709","NMFSNW-1505","Park Ranger","Fay Bainbridge State Park","NW","WA","NA","NA","NA","-124.4","NA","NA","N","2000-AUG-12","Fresh Dead","N","2000-AUG-19","2000","AUG","19","Advanced Decomposition","N","Male","Unid","116","cm","actual","NA","kg","N","NA","NA","NA","Harbor porpoise","Inland_WA","48.1414415904762","-124.188283641509","0.211716358490577","NA","-124.4","48.1414415904762","Phocoena phocoena",NA,NA,NA,NA,NA,0.169,2.220292,-0.05,11.07,12.315,176.3539,4.0163,-3.74296,-0.274684,"El Nino",-0.479,2.3652706,0.35,11.082,10.603,32.6887,-6.3377,-1.26938,-0.08429,"La Nina",-1.112,2.1492677,0.29,10.299,9.883,156.329,-51.4247,-4.38084,0.360516,"La Nina",-1.207,2.123531,-0.83,11.356,9.953,-139.8682,-125.2014,3.891,2.807547,"La Nina",0.001956522,0.021954545,0.098958333,-0.13565,-0.916666667,-0.2329,-0.071333333,-0.185736842,-0.28476733,-0.22798447,-0.21857624,-0.31640437,0.121922225,-0.36338356,-0.8508392,-0.33052608,"Summer","Other"
2000,"AUG","Grays Harbor","NW-2000-1023734","CRC-477","Cascadia Research","Unknown","NW","WA","NA","NA","NA","NA","NA","NA","N","2000-AUG-03","Fresh Dead","N","2000-AUG-06","2000","AUG","6","Mummified/Skeletal","N","Female","Unid","1215","cm","actual","NA","kg","Y","NA","NA","NA","Gray whale","WA_Coast","47.059031","-124.159597888889","NA","NA","-124.159597888889","47.059031","Eschrichtius robustus",NA,NA,NA,NA,NA,0.169,2.220292,-0.05,11.07,12.315,176.3539,4.0163,-3.74296,-0.274684,"El Nino",-0.479,2.3652706,0.35,11.082,10.603,32.6887,-6.3377,-1.26938,-0.08429,"La Nina",-1.112,2.1492677,0.29,10.299,9.883,156.329,-51.4247,-4.38084,0.360516,"La Nina",-1.207,2.123531,-0.83,11.356,9.953,-139.8682,-125.2014,3.891,2.807547,"La Nina",0.001956522,0.021954545,0.098958333,-0.13565,-0.916666667,-0.2329,-0.071333333,-0.185736842,-0.28476733,-0.22798447,-0.21857624,-0.31640437,0.121922225,-0.36338356,-0.8508392,-0.33052608,"Summer","Other"
2000,"AUG","Whatcom","NW-2000-1023743","NMFSNW-1537","F/EN6","NMFS Enforcement NW","NW","WA","NA","NA","NA","-122.3","NA","NA","Y","2000-AUG-29","Fresh Dead","N","2000-AUG-29","2000","AUG","29","Moderate Decomposition","N","Female","Unid","143","cm","actual","NA","kg","Y","NA","NA","NA","Harbor porpoise","Inland_WA","48.7796468787879","-122.626669302857","-0.326669302857141","NA","-122.3","48.7796468787879","Phocoena phocoena",NA,NA,NA,NA,NA,0.169,2.220292,-0.05,11.07,12.315,176.3539,4.0163,-3.74296,-0.274684,"El Nino",-0.479,2.3652706,0.35,11.082,10.603,32.6887,-6.3377,-1.26938,-0.08429,"La Nina",-1.112,2.1492677,0.29,10.299,9.883,156.329,-51.4247,-4.38084,0.360516,"La Nina",-1.207,2.123531,-0.83,11.356,9.953,-139.8682,-125.2014,3.891,2.807547,"La Nina",0.001956522,0.021954545,0.098958333,-0.13565,-0.916666667,-0.2329,-0.071333333,-0.185736842,-0.28476733,-0.22798447,-0.21857624,-0.31640437,0.121922225,-0.36338356,-0.8508392,-0.33052608,"Summer","Other"
2000,"FEB","Lincoln","NW-2000-1023843","NMFSNW-1629","Public","Unknown","NW","OR","NA","NA","NA","NA","NA","NA","N","2000-FEB-25","Fresh Dead","N","2000-FEB-25","2000","FEB","25","Mummified/Skeletal","N","Unid","Unid","160","cm","actual","NA","in","N","NA","NA","NA","Unidentified","OR_Coast","44.6431007619048","-124.077402933333","NA","NA","-124.077402933333","44.6431007619048","NA NA",NA,NA,NA,NA,NA,-1.05,1.3205504,-2.05,12.62,11.105,-138.3826,-189.236,1.94643,5.391176,"La Nina",-0.973,1.1788208,-2.23,11.982,10.727,64.995,-76.3936,-2.72245,-0.597683,"La Nina",-0.953,1.3049656,-1.53,NA,NA,161.9507,55.52,-2.51394,-4.651003,"La Nina",-0.745,1.4334654,-0.96,NA,NA,138.1575,38.9882,-3.87893,-1.760959,"La Nina",-0.129615385,-0.865958333,-0.858115385,-2.187521739,NA,NA,NA,NA,0.30914223,-0.15446927,-0.075414814,-0.5485003,0.5699431,-0.185748,-0.029188087,-0.32070073,"Winter","Other"
2000,"JAN","Clallam","NW-2000-1023396","NMFSNW-122","NMML","Unknown","NW","WA","NA","NA","NA","NA","NA","NA","N","2000-JAN-06","Fresh Dead","N","2001-APR-05","2001","APR","5","Advanced Decomposition","N","Male","Unid","155","cm","actual","NA","kg","Y","NA","NA","NA","Dalls porpoise","Inland_WA","48.1414415904762","-124.188283641509","NA","NA","-124.188283641509","48.1414415904762","Phocoenoides dalli",NA,NA,NA,NA,NA,-0.973,1.1788208,-2.23,11.982,10.727,64.995,-76.3936,-2.72245,-0.597683,"La Nina",-0.953,1.3049656,-1.53,NA,NA,161.9507,55.52,-2.51394,-4.651003,"La Nina",-0.745,1.4334654,-0.96,NA,NA,138.1575,38.9882,-3.87893,-1.760959,"La Nina",-0.507,1.3811213,-0.66,NA,NA,231.7661,63.8058,-3.49582,-3.64866,"La Nina",-0.858115385,-2.187521739,NA,NA,NA,NA,NA,NA,-0.075414814,-0.5485003,0.5699431,-0.185748,-0.029188087,-0.32070073,0.03594151,-0.24445231,"Winter","Other"
2000,"JAN","Lincoln","NW-2000-1023815","NMFSNW-1603","Public","Unknown","NW","OR","NA","NA","NA","NA","NA","NA","N","2000-JAN-10","Fresh Dead","N","2000-JAN-10","2000","JAN","10","Fresh Dead","N","Unid","Unid","NA","cm","actual","NA","kg","N","NA","NA","NA","Unidentified","OR_Coast","44.6431007619048","-124.077402933333","NA","NA","-124.077402933333","44.6431007619048","NA NA",NA,NA,NA,NA,NA,-0.973,1.1788208,-2.23,11.982,10.727,64.995,-76.3936,-2.72245,-0.597683,"La Nina",-0.953,1.3049656,-1.53,NA,NA,161.9507,55.52,-2.51394,-4.651003,"La Nina",-0.745,1.4334654,-0.96,NA,NA,138.1575,38.9882,-3.87893,-1.760959,"La Nina",-0.507,1.3811213,-0.66,NA,NA,231.7661,63.8058,-3.49582,-3.64866,"La Nina",-0.858115385,-2.187521739,NA,NA,NA,NA,NA,NA,-0.075414814,-0.5485003,0.5699431,-0.185748,-0.029188087,-0.32070073,0.03594151,-0.24445231,"Winter","Other"
2000,"JAN","Island","NW-2000-1027024","NMFSNW-4596","M. Klope","NAS Whidbey","NW","WA","NA","NA","NA","NA","NA","NA","N","2000-JAN-30","Fresh Dead","N","2000-JAN-30","2000","JAN","30","Moderate Decomposition","N","Unid","Unid","72","cm","estimate","NA","in","N","NA","NA","NA","Dalls porpoise","Inland_WA","48.1268857377049","-122.465236932203","NA","NA","-122.465236932203","48.1268857377049","Phocoenoides dalli",NA,NA,NA,NA,NA,-0.973,1.1788208,-2.23,11.982,10.727,64.995,-76.3936,-2.72245,-0.597683,"La Nina",-0.953,1.3049656,-1.53,NA,NA,161.9507,55.52,-2.51394,-4.651003,"La Nina",-0.745,1.4334654,-0.96,NA,NA,138.1575,38.9882,-3.87893,-1.760959,"La Nina",-0.507,1.3811213,-0.66,NA,NA,231.7661,63.8058,-3.49582,-3.64866,"La Nina",-0.858115385,-2.187521739,NA,NA,NA,NA,NA,NA,-0.075414814,-0.5485003,0.5699431,-0.185748,-0.029188087,-0.32070073,0.03594151,-0.24445231,"Winter","Other"
2000,"JAN","San Juan","NW-2000-1023568","NMFSNW-1377","R. Osborne","Whale Museum","NW","WA","NA","NA","NA","-123.08","NA","NA","N","2000-JAN-29","Fresh Dead","N","2000-JAN-30","2000","JAN","30","Moderate Decomposition","N","Female","Unid","56","cm","estimate","NA","in","N","NA","NA","NA","Harbor porpoise","Inland_WA","48.4573504957265","-122.95573","0.124269999999996","NA","-123.08","48.4573504957265","Phocoena phocoena",NA,NA,NA,NA,NA,-0.973,1.1788208,-2.23,11.982,10.727,64.995,-76.3936,-2.72245,-0.597683,"La Nina",-0.953,1.3049656,-1.53,NA,NA,161.9507,55.52,-2.51394,-4.651003,"La Nina",-0.745,1.4334654,-0.96,NA,NA,138.1575,38.9882,-3.87893,-1.760959,"La Nina",-0.507,1.3811213,-0.66,NA,NA,231.7661,63.8058,-3.49582,-3.64866,"La Nina",-0.858115385,-2.187521739,NA,NA,NA,NA,NA,NA,-0.075414814,-0.5485003,0.5699431,-0.185748,-0.029188087,-0.32070073,0.03594151,-0.24445231,"Winter","Other"
