County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Weight.actual.estimate,Necropsied.Flag,Necropsy.Limited.Flag,Necropy.Carcass.Fresh.Frozen,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Additional.Identifiers,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Jefferson,NW-2015-1177112,EJC_2015_025,15NWR10004,"Porpoise, harbor",Phocoena,phocoena,Validated,Port Townsend Marine Science Center,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Brinnon,WA,Pacific Ocean,.5 miles South of Shellfish laboratory at Pt. Whitney,47.755698,decimal degrees,actual,-122.850521,actual,GPS,N,CBD,2015-OCT-17,2015,OCT,17,Beach or Land,NA,Advanced Decomposition,N,2015-OCT-17,2015,OCT,17,Advanced Decomposition,N,Unid,Adult,150,cm,actual,0,kg,estimate,N,NA,NA,NA,NA,NA,NA,NA,"The Harbor Porpoise was found 0.49 miles south of the Shellfish Laboratory on Pt. Whitney in Brinnon, WA. The porpoise was moderately decomposed with many scavenger marks and both flies and maggots present. On the left side of the porpoise, there is a large wound left by the scavengers and the left pectoral fin is half gone. The wound starts behind the left pectoral fin and extends down its side. The wound is 44cm at its longest and 24cm at its widest. The skin about the wound is starting to slough off. There is another wound at the end of the jawline, likely also from scavenging. The eyes are missing",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.815100644,0.056023884,-122.850521,47.755698
Jefferson,NW-2013-1151210,CRC-1247,13NWR02017,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,approx 2 miles S of Ruby Beach,47.678,dd.dddd,actual,-124.405,actual,GPS,N,CBD,2013-FEB-23,2013,FEB,23,Beach or Land,NA,Advanced Decomposition,N,2013-FEB-24,2013,FEB,24,Advanced Decomposition,N,Female,Adult,1348,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gray whale,Inland_WA,47.81172188,-123.6656216,0.739378356,0.133721884,-124.405,47.678
Jefferson,NW-2011-1137810,EJC-2011-015,11NWR10043,"Porpoise, harbor",Phocoena,phocoena,Validated,Chrissy McLean,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Nordland,WA,Puget Sound,"Oak Bay, Ithmus beach on Indian Island",48.0183,decimal degrees,NA,-122.7045,NA,GPS,N,CBD,2011-OCT-21,2011,OCT,21,Beach or Land,NA,Fresh Dead,N,2011-OCT-21,2011,OCT,21,Fresh Dead,N,Male,Adult,152,cm,actual,48.5,kg,actual,Y,complete,fresh,2011-OCT-22,2011,OCT,22,Huggins,"Laura was given EJCMMSN number after calling animal services. She did not see the porpoise when she walked down the beach, but noted it when she returned to her car about 30 min later. She called and left a message on our 104 line. Chrissy arranged to transport to Cascadia.",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.961121644,-0.206578116,-122.7045,48.0183
Jefferson,NW-2014-1159863,EJC-2014-034,14NWR08096,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Nordland,WA,Pacific Ocean,"Fort Flagler State park, 150 yards south of Marrowstone point",48.099995,decimal degrees,estimate,-122.68897,estimate,Internet,N,CBD,2014-AUG-31,2014,AUG,31,NA,NA,Advanced Decomposition,N,2014-AUG-31,2014,AUG,31,Advanced Decomposition,N,Unid,Unid,31,cm,actual,12.5,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,"Missing head, skin missing on one side, heavily scavenged. Ragged edges around openings and on skin. Skin lacerations in front of tail fins. Did not appear very fresh, tissues brown/pale in color. Carried into shallow water for disposal.",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.976651644,-0.288273116,-122.68897,48.099995
Jefferson,NW-2010-1128081,051410-4,10NWR05084,"Porpoise, harbor",Phocoena,phocoena,Validated,Port Townsend Marine Science Center,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Sequim,WA,Pacific Ocean,Straight of Juan de Fuca,48.181667,decimal degrees,estimate,-122.916667,estimate,Internet,N,CBD,2010-MAY-14,2010,MAY,14,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,52,in,actual,150,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.748954644,-0.369945116,-122.916667,48.181667
Jefferson,NW-2018-1204642,CRC-1680,18NWR07047,"Whale, gray",Eschrichtius,robustus,Ready for Regional Validation,Jessie Huggins,Cascadia Research,Cascadia Research,NW,La Push,WA,Pacific Ocean,S of Mosquito Creek,47.8188,decimal degrees,estimate,-124.4903,estimate,Internet,N,CBD,2018-JUL-22,2018,JUL,22,Beach or Land,NA,Mummified/Skeletal,N,NA,NA,NA,NA,Mummified/Skeletal,N,Female,Subadult,800,cm,estimate,0,NA,N,NA,NA,NA,NA,NA,"First seen on 22 July, not reported until 27 July. Unable to find anyone who could confirm carcass was still at location, no response due to carcass condition and remoteness of area. Examined via photos only.. carcass skinless, blackened and severely deflated. No dorsal fin. Bones showing through holes in tissues. Examined via photos only.. .",NA,NA,NA,NA,Gray whale,Inland_WA,47.81172188,-123.6656216,0.824678356,-0.007078116,-124.4903,47.8188
Jefferson,NW-2009-1151274,CRC-962,09NWR07193,"Porpoise, harbor",Phocoena,phocoena,Validated,Chrissy McLean,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Townsend,WA,Strait of Juan de Fuca,30ft S of Old Ft Townsend State Park,48.1292,dd.dddd,actual,-123.3131,actual,GPS,N,N,2009-JUL-29,2009,JUL,29,Beach or Land,NA,Fresh Dead,N,2009-JUL-29,2009,JUL,29,Fresh Dead,N,Male,Calf,74,cm,actual,7,kg,estimate,Y,complete,frozen,2009-AUG-06,2009,AUG,6,CRC,Picked up by Chrissy & put on ice. JLH picked up & put in freezer for necropsy the following week.,EJC-7/29,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.352521644,-0.317478116,-123.3131,48.1292
Jefferson,NW-2016-1185607,EJC_2016_002,16NWR05002,"Porpoise, harbor",Phocoena,phocoena,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),NA,Marine Mammal Stranding Center,NW,Port Townsend,WA,Pacific Ocean,"North of McCurdy Point Rd. Port Townsend, WA",NA,decimal degrees,estimate,NA,estimate,NA,N,CBD,2016-MAY-22,2016,MAY,22,Beach or Land,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,137.16,cm,estimate,0,kg,estimate,N,NA,NA,NA,NA,NA,NA,NA,Dead Harbor Porpoise found north of McCurdy Point. There was significant scavenging exposing about half of the skeleton. May have a broken bone towards the tail. Level A filled out from photos.,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2015-1174797,EJC-2015-006,15NWR07062,"Porpoise, harbor",Phocoena,phocoena,Validated,Port Townsend Marine Science Center,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Townsend,WA,Pacific Ocean,0.5 mile east of McCurdy Point. West of North Beach Park.,48.136259,decimal degrees,estimate,-122.823328,estimate,Internet,N,CBD,2015-JUL-23,2015,JUL,23,Beach or Land,NA,Fresh Dead,N,2015-JUL-23,2015,JUL,23,Fresh Dead,N,Unid,Unid,0,cm,estimate,0,kg,estimate,N,NA,NA,NA,NA,NA,NA,NA,"Porpoise had fresh, foamy blood oozing out of blowhole. No external injuries or signs of trauma to the body.",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.842293644,-0.324537116,-122.823328,48.136259
Jefferson,NW-2011-1140208,11-JF-013,11NWR06071,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Agency Biologist,National Park Service,National Park Service,NW,Kalaloch,WA,Pacific Ocean,NA,47.56757,decimal degrees,actual,-124.36162,actual,GPS,N,CBD,2011-JUN-11,2011,JUN,11,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,60,in,estimate,400,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dalls porpoise,Inland_WA,47.81172188,-123.6656216,0.695998356,0.244151884,-124.36162,47.56757
Jefferson,NW-2014-1158804,EJC-2014-018,14NWR07044,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Gardiner,WA,Pacific Ocean,On Discovery Bay,48.055747,decimal degrees,estimate,-122.90967,estimate,Internet,N,CBD,2014-JUL-22,2014,JUL,22,NA,NA,Fresh Dead,N,2014-JUL-24,2014,JUL,24,Moderate Decomposition,N,Female,Adult,66,in,actual,44,kg,actual,Y,complete,frozen,2014-SEP-22,2014,SEP,22,PTMSC,"Chrissy received an email report of a dead harbor porpoise found on 7/22. The porpoise had floated into the water and was secured for collection. There was moderate scavenging on the eyes and the edges of the flippers were scavenged or possibly abraded from the beach. There was foam in the mouth. The animal seemed slightly emaciated, showing slight ""peanut head"" and general thinness of the body. It was frozen for later necropsy.",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.755951644,-0.244025116,-122.90967,48.055747
Jefferson,NW-2007-1070393,CRC-792,07NWR06055,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,"Kalaloch Beach #1, just N of access",47.5797,decimal degrees,NA,-124.3653,NA,GPS,N,CBD,2007-JUN-01,2007,JUN,1,Beach or Land,NA,Advanced Decomposition,N,2007-JUN-02,2007,JUN,2,Advanced Decomposition,N,Female,Subadult,858,cm,Actual,0,NA,NA,Y,NA,NA,2007-JUN-02,2007,JUN,2,CRC,"Beached on 6/1/2007, no photos taken at initial observation. Likely same whale as was reported floating off La Push on 29 May.",CRC-792,Gray whale,Inland_WA,47.81172188,-123.6656216,0.699678356,0.232021884,-124.3653,47.5797
Jefferson,NW-2018-1204645,CRC-1668,18NWR07048,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,just N of Beach 2,47.5778,decimal degrees,estimate,-124.3647,estimate,Internet,N,CBD,2018-JUL-11,2018,JUL,11,Beach or Land,NA,Moderate Decomposition,N,2018-JUL-11,2018,JUL,11,Moderate Decomposition,N,Female,Unid,85,cm,actual,15,kg,N,NA,NA,NA,NA,NA,originally reported to South Beach campground host as a dead whale. carcass sunburned. Scavenging at eyes and lower jaw. Skin beginning to slough around head.. .,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,0.699078356,0.233921884,-124.3647,47.5778
Jefferson,NW-2005-1047851,OLYM-2005-009,05NWR08012,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Park Ranger,Olympic National Park,Olympic National Park,NW,Forks,WA,Pacific Ocean,Kalaloch Beach,47.36,decimal minutes,actual,-124.22,actual,Map,N,CBD,2005-AUG-26,2005,AUG,26,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,30,in,estimate,25,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dalls porpoise,Inland_WA,47.81172188,-123.6656216,0.554378356,0.451721884,-124.22,47.36
Jefferson,NW-2016-1191596,EJC_2016_023,16NWR10004,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,NA,WA,Pacific Ocean,NA,47.826,decimal degrees,actual,-122.7,actual,GPS,N,CBD,2016-OCT-22,2016,OCT,22,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,42,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Freshly dead harbor porpoise on beach, south of south point on hood canal. No clear signs of cause of death - slight scavenging. (47.826 N / 122.700 W) Responder sent out to locate animal but was unable to find porpoise; pictures from original caller on file at PTMSC",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.965621644,-0.014278116,-122.7,47.826
Jefferson,NW-2008-1081471,08-JF-025,08NWR07077,"Porpoise, harbor",Phocoena,phocoena,Validated,Olympic Nat. Park,Olympic National Park,Olympic National Park,NW,Kalaloch,WA,Pacific Ocean,Campground beach between a mid loop access and south access.,47.36352,decimal degrees,actual,-124.22,actual,GPS,N,CBD,2008-JUL-06,2008,JUL,6,NA,NA,Fresh Dead,Y,2008-JUL-06,2008,JUL,6,Fresh Dead,N,Male,Unid,52,in,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,0.554378356,0.448201884,-124.22,47.36352
Jefferson,NW-2012-1151269,CRC-1209,12NWR06117,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Forks,WA,Pacific Ocean,"Goodman Creek, Olympic Coast National Park",47.8198,dd.dddd,actual,-124.4918,actual,GPS,N,Y,2012-JUN-10,2012,JUN,10,Beach or Land,NA,Advanced Decomposition,Y,NA,NA,NA,NA,Advanced Decomposition,N,Unid,Yearling,104,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Spoke to park rangers, location was too remote to get to without guidance and unsure if the animals still there. They were willing to go out and remove the nets, would let us know if any identifiers on gear.",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,0.826178356,-0.008078116,-124.4918,47.8198
Jefferson,NW-2001-1027015,NW-4588,NMFSNW-4588,"Porpoise, harbor",Phocoena,phocoena,Validated,M. Brancato,NA,Olympic Coast National Marine Sanctuary,NW,Port Townsend,WA,NA,Twin Beach,NA,NA,NA,NA,NA,NA,NA,N,2001-AUG-16,2001,AUG,16,NA,NA,Fresh Dead,N,2001-AUG-16,2001,AUG,16,Advanced Decomposition,N,Unid,Unid,30,cm,estimate,NA,in,actual,N,NA,NA,NA,NA,NA,NA,NA,NA,4588,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2017-1194190,EJC_2017_002,17NWR02016,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Ludlow,WA,Pacific Ocean,On a private beach in Port Ludlow,NA,decimal degrees,NA,NA,NA,NA,N,CBD,2017-FEB-24,2017,FEB,24,Beach or Land,NA,Alive,Y,NA,NA,NA,NA,NA,Y,Unid,Unid,60,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2017-1197046,CRC-1598,17NWR07037,"Whale, humpback",Megaptera,novaeangliae,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Forks,WA,Pacific Ocean,between scott creek and strawberry point,47.8534,decimal degrees,actual,-125,actual,GPS,N,CBD,2017-JUL-06,2017,JUL,6,Beach or Land,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,1000,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,This whale also seen by WDFW during sea otter arial surveys during the week of 6/25-6/30,NA,Humpback whale,Inland_WA,47.81172188,-123.6656216,1.334378356,-0.041678116,-123.6656216,47.8534
Jefferson,NW-2008-1078007,CRC-840,08NWR04015,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,NA,WA,Pacific Ocean,Ruby Beach WA,47.6992,dd.dddd,NA,-124.4136,NA,GPS,N,CBD,2008-APR-26,2008,APR,26,Beach or Land,NA,Moderate Decomposition,N,2008-APR-27,2008,APR,27,Moderate Decomposition,N,Unid,Subadult,901,NA,NA,0,NA,NA,Y,limited,fresh,2008-APR-27,2008,APR,27,CRC,Whale laying on Stomach,CRC-840,Gray whale,NA,47.81172188,-123.6656216,0.747978356,0.112521884,-124.4136,47.6992
Jefferson,NW-2013-1148657,EJC-2013-005,13NWR06001,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Townsend,WA,Pacific Ocean,"North Beach, Strait of Juan de Fuca",48.139316,decimal degrees,estimate,-122.80065,estimate,Internet,N,CBD,2013-JUN-10,2013,JUN,10,Beach or Land,NA,Advanced Decomposition,N,2013-JUN-10,2013,JUN,10,Advanced Decomposition,N,Unid,Adult,56,in,actual,40,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,"Scavenging, skin sloughing, much of lower half body was gone. Blubber around rib cage was removed, but ribs were not broken. Scratches on remaining blubber.",n/a,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.864971644,-0.327594116,-122.80065,48.139316
Jefferson,NW-2011-1139927,EJC_2016_029,NA,"Porpoise, harbor",Phocoena,phocoena,NA,Port Townsend Marine Science Center,port townsend marine science center,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Townsend,WA,Pacific Ocean,Point Wilson,48.1442,decimal degrees,estimate,-122.75,estimate,internet,n,Y,2016-Nov-17,2017,NOV,17,Beach or Land,NA,Fresh Dead,n,2016-Nov-17,2017,NOV,19,Fresh Dead,Y,Female,Unid,123,cm,actual,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,"Carcass was dragged above high tide line by passerby on 11/19\2017 , and covered with driftwood. We removed the driftwood to complete this form, at 3:30pm some hours afterward carcass was left uncovered body marked with green x's both sides ",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.915621644,-0.332478116,-122.75,48.1442
Jefferson,NW-2001-1027015,NW-4588,NMFSNW-4588,"Porpoise, harbor",Phocoena,phocoena,Validated,M. Brancato,NA,Olympic Coast NMS,NW,Port Townsend,WA,NA,Twin Beach,NA,NA,NA,NA,NA,NA,NA,N,2001-AUG-16,2001,AUG,16,NA,NA,Fresh Dead,N,2001-AUG-16,2001,AUG,16,Advanced Decomposition,N,Unid,Unid,30,cm,estimate,NA,in,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2017-1197040,CRC-1593,17NWR06050,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,"Ruby Beach, just S of trailhead",47.7065,decimal degrees,actual,-124,actual,GPS,N,CBD,2017-JUN-18,2017,JUN,18,Beach or Land,NA,Moderate Decomposition,N,2017-JUL-19,2017,JUL,19,Moderate Decomposition,N,Female,Yearling,782,cm,actual,NA,NA,NA,Y,limited,fresh,2017-JUN-19,2017,JUN,19,CRC,NA,NA,Gray whale,Inland_WA,47.81172188,-123.6656216,0.334378356,0.105221884,-124,47.7065
Jefferson,EJC-2011-15,EJC-2011-15,NA,"Porpoise, harbor",Phocoena,phocoena,NA,NA,NA,NA,NA,NA,WA,NA,NA,48.0183,NA,NA,-122.7,NA,NA,NA,CBD,10/21/11,2011,OCT,NA,NA,NA,Dead,NA,NA,NA,NA,NA,NA,NA,Male,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,NA,47.81172188,-123.6656216,-0.965621644,-0.206578116,-122.7,48.0183
Jefferson,NW-2014-1159446,CRC-1409,14NWR08032,"Porpoise, harbor",Phocoena,phocoena,Validated,Elana Dobson,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,NA,47.6016,dd.dddd,actual,-124.3715,actual,GPS,N,CBD,2014-AUG-01,2014,AUG,1,Beach or Land,NA,Moderate Decomposition,N,2014-AUG-01,2014,AUG,1,Moderate Decomposition,N,Male,Calf,80,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,found by elana while on vacation. ONP may have recorded this one as well.,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,0.705878356,0.210121884,-124.3715,47.6016
Jefferson,NW-2016-1191951,EJC_2016_024,16NWR11001,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Fort Flagler State Park,WA,Pacific Ocean,Near North end of Marrowstone Island,48.119444,decimal degrees,actual,-122.744722,actual,GPS,N,CBD,2016-NOV-01,2016,NOV,1,Beach or Land,NA,Advanced Decomposition,N,2016-NOV-01,2016,NOV,1,Advanced Decomposition,N,Unid,Unid,51,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Head missing or decomposed skeleton visable to mid-ribs. Lower part of body and tail intact. Small injury noted on ventral side (red spot in photo). Edges are sharp. Otherwise, animal too deteriorated to determine cause of death",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.920899644,-0.307722116,-122.744722,48.119444
Jefferson,NW-2013-1155344,13-JF-012,13NWR08120,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,NMFS-National Marine Mammal Laboratory,NMFS-National Marine Mammal Laboratory,NW,Kalaloch,WA,Pacific Ocean,Kalaloch campground,47.612444,decimal degrees,estimate,-124.376933,estimate,Internet,N,CBD,2013-AUG-03,2013,AUG,3,Beach or Land,NA,Mummified/Skeletal,N,2013-AUG-03,2013,AUG,3,Mummified/Skeletal,N,Unid,Calf,45,cm,estimate,0,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,"Total length 40-50 cm, lower jaw missing, all organs scavenged, teeth appear to be unerupted in upper jaw. Small tissue sample collected by Kim Parsons with NMML to determine species. Genetic analysis of the mtDNA control region indicates that the animal was a Phocoena phocoena, harbor porpoise.",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,0.711311356,0.199277884,-124.376933,47.612444
Jefferson,NW-2012-1151268,CRC-1208,12NWR06116,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Forks,WA,Pacific Ocean,"Goodman Creek, Olympic Coast National Park",47.8198,dd.dddd,actual,-124.4918,actual,GPS,N,Y,2012-JUN-10,2012,JUN,10,Beach or Land,NA,Advanced Decomposition,Y,NA,NA,NA,NA,Advanced Decomposition,N,Female,Adult,167,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Spoke to park rangers,location was too remote to get to without guidance and unsure if the animals still there. They were willing to go out and remove the nets, would let us know if any identifiers on gear.",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,0.826178356,-0.008078116,-124.4918,47.8198
Jefferson,NW-2001-1025124,NW-2789,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,NMML,NA,Unknown,NW,Port Townsend,WA,NA,old boat ramp @ North Beach County Park,NA,NA,NA,NA,NA,NA,NA,N,2001-MAY-02,2001,MAY,2,NA,NA,Fresh Dead,N,2001-MAY-02,2001,MAY,2,Advanced Decomposition,N,Unid,Unid,48,cm,estimate,NA,in,actual,Y,NA,NA,NA,NA,NA,NA,Unknown,NA,2789,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2009-1098755,041509-01,09NWR04025,"Porpoise, harbor",Phocoena,phocoena,Validated,Port Townsend MSC Staff,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NMFS,NW,Port Townsend,WA,Pacific Ocean,Beach off memorial park,48.085383,decimal degrees,actual,-122.87,actual,GPS,N,N,2009-APR-14,2009,APR,14,NA,NA,Fresh Dead,N,2009-APR-15,2009,APR,15,Fresh Dead,N,Unid,Unid,54,in,actual,90,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,Additional remarks on file with level A data at NOAA,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.795621644,-0.273661116,-122.87,48.085383
Jefferson,NW-2001-1025124,NW-2789,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,NMML,NA,Unknown,NW,Port Townsend,WA,NA,old boat ramp @ North Beach County Park,NA,NA,NA,NA,NA,NA,NA,N,2001-MAY-02,2001,MAY,2,NA,NA,Fresh Dead,N,2001-MAY-02,2001,MAY,2,Advanced Decomposition,N,Unid,Unid,48,cm,estimate,NA,in,Y,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2005-1054505,WDFW1205-01,05NWR11016,"Whale, pygmy sperm",Kogia,breviceps,Validated,Kelly Brock,WDFW/MMI,Washington Department of Fish and Wildlife,NW,Kalaloch,WA,Pacific Ocean,"Kalaloch National Park, guardrail entrance, about 1 1/2 miles N",NA,NA,NA,NA,NA,NA,N,CBD,2005-NOV-30,2005,NOV,30,NA,NA,Fresh Dead,N,2005-DEC-06,2005,DEC,6,Fresh Dead,N,Unid,Calf,165,cm,actual,75,kg,estimate,Y,NA,NA,2005-DEC-06,2005,DEC,6,Kelly Brock,"Likely to be calf of WDFW1105-05. Plan on running genetic to confirm. Do not know if want to list as Group event Mother/ Calf. External Exam: Skin and skeletal remains only. No internal organs. Vertebral column in 2 pieces. Right side of head missing. Lower jaw broken. Right foreflipper area missing. Left flipper tip missing apx. 1 1/2"" wide and 1/2"" of length. Dorsal fin somewhat scraped or abraided. Left side of tail fluke scavenged (teeth/bite marks). Apx. 5 1/2"" of left tip of fluke missing. Age: Estimated Calf of this year (~9 Months) old Actual weight is unknown remains weighed about 50 LBS estimate weight about 75 KG. Blowhole width = 4.9 cm Blowhole to left eye socket = 19.0 cm Tip of fluke to midline = 0.24 m Foreflipper width = 0.11 m Foreflipper length = ~0.22 m Dorsal fin length = 0.15 m",CRC700,Pygmy sperm whale,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
