"County","National.Database.Number","Field.Number","Nmfs.Regional.Number","Confidence.Code","Common.Name","Genus","Species","Report.Status","Examiner.Name","Affiliation","Stranding.Agreement.Authority","Region","Country","City","State","Body.of.Water","Locality.Detail","Latitude","Latitude.Units","Latitude.Actual.Estimate","Longitude","Longitude.Units","Longitude.Actual.Estimate","How.lat.long.determined","Restrand","Findings.of.Human.Interaction","Observation.Date","Year.of.Observation","Month.of.Observation","Day.of.Observation","How.Observed","Obs.Date.estimate.explaination","Observation.Date.Act.Est","Observation.Status","Not.Able.to.Examine","Date.of.Examination","Year.of.Examination","Month.of.Examination","Day.of.Examination","Condition.at.Examination","Left.at.Site","Sex","Age.Class","Length","Length.Units","Length.actual.estimate","Weight","Weight.Units","Date.of.Necropsy","Year.of.Necropsy","Month.of.Necropsy","Day.of.Necropsy","Stranding.Necropsied.By","Additional.Remarks","Cetacean.Common.Name","Water.Body","mean_lat","mean_long","Long_error","Lat_error","long_corr","lat_corr"
"Clallam","NW-2010-1126551","CRC-1086","10NWR07133","Confirmed- High Report","Whale, Hubbs beaked","Mesoplodon","carlhubbsi","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW",NA,"Forks","WA","Pacific Ocean","La Push, 2nd beach",47.8882,"dd.dddd",NA,-124.6251,"dd.dddd",NA,"GPS","N","CBD","2010-JUL-29",2010,"JUL",29,"Beach or Land",NA,NA,"Advanced Decomposition","N","2010-AUG-02",2010,"AUG",2,"Advanced Decomposition","N","Female","Unid",360,"cm","Actual",0,NA,NA,NA,NA,NA,NA,"Gender and species determined by SWFSC.","Other","Inland_WA",48.1749980860215,-124.196525700935,0.428574299065417,0.286798086021506,-124.6251,47.8882
"Clallam","NW-2017-1200565","MKH2017-019","17NWR08080","Unconfirmed","unidentified cetacean",NA,NA,"Ready for Regional Validation","Jonathan Scordino","Makah Fisheries Management","Makah Fisheries Management","NW",NA,"Neah Bay","WA","Strait of Juan de Fuca","Near Tatoosh Island",48.3981,"dd.dddd","estimate",-124.7708,"dd.dddd","estimate","GPS","N","CBD","2017-AUG-28",2017,"AUG",28,"Floating",NA,NA,"Moderate Decomposition","Y","2017-AUG-28",2017,"AUG",28,NA,"N","Unid","Unid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Response to a call of a ""dead floating killer whale"" No photos were taken, no coordinates were recored nor a time of sighting. Animal was reported to be near Tatoosh Island, east of bouy and drifting west with the current but seemed uncertain. Reporter sa","Unidentified","Inland_WA",48.1749980860215,-124.196525700935,0.574274299065422,-0.223101913978496,-124.7708,48.3981
"Clallam","NW-2010-1126554","CRC-1113","10NWR08060","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Bethany Diehl","Cascadia Research","Cascadia Research","NW",NA,"Sequim","WA","Strait of Juan de Fuca","Dungeness Spit",48.1748,"dd.dddd",NA,-123.1476,"dd.dddd",NA,"GPS","N","N","2010-AUG-17",2010,"AUG",17,"Beach or Land",NA,NA,"Fresh Dead","N","2010-AUG-17",2010,"AUG",17,"Fresh Dead","N","Female","Calf",97,"cm","Actual",11.75,"kg","2010-AUG-18",2010,"AUG",18,"CRC",NA,"Harbor porpoise","Inland_WA",48.1749980860215,-124.196525700935,-1.04892570093456,0.000198086021505617,-123.1476,48.1748
"Clallam","NW-2003-1000780","DNG-03-001","03NWR05007","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Other (see ""Remarks"")","USFWS","USFWS","NW","United States","Sequim","WA","Strait of Juan de Fuca","Dungeness National Wildlife Refuge",NA,NA,NA,NA,NA,NA,NA,NA,"CBD","2003-MAY-06",2003,"MAY",6,"Beach or Land",NA,NA,"Fresh Dead","N","2003-MAY-06",2003,"MAY",6,"Fresh Dead","N","Female","Subadult",145.5,"cm","actual",38.5,"kg","2003-JUL-22",2003,"JUL",22,"Raverty, Gaydos, Norman, Fleetwood","was CT scanned 7/20/03","Harbor porpoise","Inland_WA",48.1749980860215,-124.196525700935,NA,NA,-124.196525700935,48.1749980860215
"Clallam","NW-2003-1000781","OCNMS03Pp01","03NWR05008","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","M. Brancato","Olympic Coast National Marine Sanctuary","Olympic Coast National Marine Sanctuary","NW","United States","Port Angeles","WA","Strait of Juan de Fuca","Discovery Trail E of MP2 at River Delta/Bridge",NA,NA,NA,NA,NA,NA,NA,NA,"N","2003-MAY-09",2003,"MAY",9,"Beach or Land",NA,NA,"Moderate Decomposition","N","2003-MAY-09",2003,"MAY",9,"Moderate Decomposition","N","Male","Adult",146,"cm","actual",40,"kg","2003-JUL-22",2003,"JUL",22,"Raverty, Gaydos, Norman, Fleetwood","head necropsied 7/22/03; body necropsied 7/23/03; head was CT scanned on 7/20/03","Harbor porpoise","Inland_WA",48.1749980860215,-124.196525700935,NA,NA,-124.196525700935,48.1749980860215
"Clallam","NW-2014-1159485","CRC-1447","14NWR09009","Confirmed- Medium Report","Whale, unidentified baleen","unidentified","unidentified","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW",NA,"Olympic National Park","WA","Pacific Ocean","South of Point of Arches",48.2402,"dd.dddd","actual",-124.7049,"dd.dddd","actual","GPS","N","CBD","2014-SEP-01",2014,"SEP",1,"Beach or Land",NA,NA,"Mummified/Skeletal","Y",NA,NA,NA,NA,"Mummified/Skeletal","N","Unid","Subadult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bones and some blubber remaining.","Unidentified","Inland_WA",48.1749980860215,-124.196525700935,0.508374299065437,-0.0652019139784983,-124.7049,48.2402
"Clallam","NW-2003-1000784","OCNMS03Pp02","03NWR05011","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","M. Brancato","Olympic Coast National Marine Sanctuary","Olympic Coast National Marine Sanctuary","NW","United States","Port Angeles","WA","Strait of Juan de Fuca","Ediz Hook",NA,NA,NA,NA,NA,NA,NA,NA,"N","2003-MAY-16",2003,"MAY",16,"Beach or Land",NA,NA,"Fresh Dead","N","2003-MAY-16",2003,"MAY",16,"Fresh Dead","N","Female","Adult",136.5,"cm","actual",37,"kg","2003-JUL-23",2003,"JUL",23,"Raverty, Gaydos, Norman, Fleetwood","CT scanned on 7/20/03","Harbor porpoise","Inland_WA",48.1749980860215,-124.196525700935,NA,NA,-124.196525700935,48.1749980860215
"Clallam","NW-2000-1023603","NW-1408","NMFSNW-1408",NA,"Porpoise, Dalls","Phocoenoides","dalli","Validated","B. Hanson",NA,"MFS/NMML","NW","United States","Sequim","WA",NA,"west end of Dungeness Spit",NA,NA,NA,NA,NA,NA,NA,NA,"N","2000-APR-23",2000,"APR",23,NA,NA,NA,"Fresh Dead","N","2000-APR-26",2000,"APR",26,"Moderate Decomposition","N","Male","Unid",179,"cm","actual",NA,"kg",NA,NA,NA,NA,"Unknown","call taken & form completed by: Colleen Irvine (USFWS)","Dalls porpoise","Inland_WA",48.1749980860215,-124.196525700935,NA,NA,-124.196525700935,48.1749980860215
"Clallam","NW-2010-1128094","10-CM-019","10NWR08095","Confirmed - Minimum","Porpoise, Dalls","Phocoenoides","dalli","Validated","Agency Biologist","Dungeness National Wildlife Refuge","Dungeness National Wildlife Refuge","NW","United States","Seqium","WA","Pacific Ocean","Straight of Juan de Fuca, Dungeness Spt",48.158372,"decimal degrees","estimate",-123.172953,"decimal degrees","estimate","Internet","N","CBD","2010-AUG-04",2010,"AUG",4,"Beach or Land",NA,NA,"Condition Unknown","Y",NA,NA,NA,NA,NA,"N","Unid","Unid",0,"in","estimate",0,"lb",NA,NA,NA,NA,NA,"Was reported to NOAA by the Dungeness Wildlife Refuge - I asked for more information about the carcass to see if we could collect it for necropsy and for Level A data - carcass was gone when they went back out to locate it.","Dalls porpoise","Inland_WA",48.1749980860215,-124.196525700935,-1.02357270093458,0.0166260860215033,-123.172953,48.158372
"Clallam","MKH2018-017","MKH2018-017","MKH2018-017","Confirmed - High Report","Harbor Porpoise","Phocoena","phocoena",NA,"Jonathan Scordino","Makah Fisheries Management","Makah Fisheries Management",NA,NA,NA,"WA",NA,NA,48.3703,"decimal degrees","Estimate",-124.6136,"decimal degrees","Estimate","Internet","N","CBD","9/13/18",2018,NA,NA,NA,NA,NA,"Fresh",NA,NA,NA,NA,NA,NA,NA,"Unid","Unid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,48.1749980860215,-124.196525700935,0.417074299065433,-0.195301913978497,-124.6136,48.3703
"Clallam","NW-2014-1172039","MKH2014-29","14NWR11054","Confirmed- High Report","Dolphin, common, short-beaked","Delphinus","delphis","Validated","Jonathan Scordino","Makah Fisheries Management","Makah Fisheries Management","NW",NA,"Neah Bay","WA","Pacific Ocean","Sooes Beach",48.3013,"dd.dddd","estimate",-124.665,"dd.dddd","estimate","Internet/Software","N","N","2014-NOV-09",2014,"NOV",9,"Beach or Land",NA,NA,"Fresh Dead","N","2014-NOV-10",2014,"NOV",10,"Fresh Dead","N","Male","Subadult",180,"cm","actual",58,"kg","2014-NOV-10",2014,"NOV",10,"CRC/WDFW","found dead on beach, transferred to CRC and necropsied on 10 Nov.","Short-beaked common dolphin","Inland_WA",48.1749980860215,-124.196525700935,0.46847429906542,-0.126301913978494,-124.665,48.3013
"Clallam","NW-2014-1176979","JDF22JULY14A","14NWR07135","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Public","Feiro Marine Life Center","Feiro Marine Life Center","NW","United States","Sequim","WA","Pacific Ocean","S of Pt Williams boat ramp",48.096475,"decimal degrees","estimate",-123.046386,"decimal degrees","estimate","Internet","N","CBD","2014-JUL-22",2014,"JUL",22,NA,NA,NA,"Alive","Y",NA,NA,NA,NA,NA,"Y","Unid","Calf",30,"in","estimate",NA,NA,NA,NA,NA,NA,NA,"Called in on MMSN hotline. No visible signs of injury","Harbor porpoise","Inland_WA",48.1749980860215,-124.196525700935,-1.15013970093457,0.0785230860215052,-123.046386,48.096475
"Clallam","NW-2018-1202088","CRC-1648","18NWR02017",NA,"Whale, sperm","Physeter","macrocephalus","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Olympic National Park","WA","Pacific Ocean","Shi Shi Beach, near point of Arches",48.2517,"decimal degrees","actual",-124.6886,"decimal degrees","actual","GPS",NA,"CBD","2018-FEB-20",2018,"FEB",20,"Beach or Land",NA,NA,"Moderate Decomposition","Y","2018-FEB-24",2018,"FEB",24,"Moderate Decomposition",NA,"Female","Calf",535,"cm","actual",0,NA,"2018-FEB-24",2018,"FEB",24,"CRC","delay in response due to tides and weather. tongue scavenged. Most skin gone. Killer whale rake marks at several locations on the body (4cm tooth spacing), appear healed but hard to tell due to decomposition. Rakes associated with missing tips of flukes and pec fins. Brusing externally visible on whole body anterior to dorsal fin.. . Severe edema and hemorrhage in tissue all around the head and tapering off toward the mid-body. Most significant at base of skull. Blunt force trauma but unable to determine source. Killer whale rake marks also present--appear healed but unable to tell for sure due to decomposition, may have been a predation event.","Sperm whale","Inland_WA",48.1749980860215,-124.196525700935,0.492074299065422,-0.0767019139784963,-124.6886,48.2517
"Clallam","NW-2009-1103141","09-CM-032","09NWR08042","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Olympic Nat. Park","Olympic National Park","Olympic National Park","NW","United States","Ozette","WA","Pacific Ocean","Sand Point",48.125311,"decimal degrees","estimate",-124.7102,"decimal degrees","estimate","Internet","N","CBD","2009-AUG-11",2009,"AUG",11,"Beach or Land",NA,NA,"Moderate Decomposition","Y",NA,NA,NA,NA,NA,"N","Unid","Adult",60,"in","estimate",150,"lb",NA,NA,NA,NA,NA,NA,"Harbor porpoise","Inland_WA",48.1749980860215,-124.196525700935,0.513674299065443,0.0496870860214997,-124.7102,48.125311
"Clallam","NW-2011-1141678","11-CM-017","11NWR07108","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","K. Wilkinson","NMFS West Coast Region - Seattle","NMFS West Coast Region - Seattle","NW","United States","Port Angeles","WA","Pacific Ocean","Freshwater Bay County Park, Straight on Juan de Fuca",48.146967,"decimal degrees","estimate",-123.641717,"decimal degrees","estimate","GPS","N","CBD","2011-JUL-07",2011,"JUL",7,"Beach or Land",NA,NA,"Moderate Decomposition","Y",NA,NA,NA,NA,NA,"N","Unid","Adult",60,"in","estimate",125,"lb",NA,NA,NA,NA,NA,"Reported by member of the public, sent Juan de Fuca MMSN to the site to collect the carcass and it was gone when they arrived a couple of hours later.","Harbor porpoise","Inland_WA",48.1749980860215,-124.196525700935,-0.554808700934572,0.0280310860215067,-123.641717,48.146967
"Clallam","NW-2006-1060995","06-CL-001","06NWR09019","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Public","citizen caller","citizen caller","NW","United States",NA,"WA","Pacific Ocean","North of the Ozette River and 400 years north of Seafield Creek",NA,"deg/min/sec","estimate",-124,"deg/min/sec","estimate","Map","N","N","2006-SEP-29",2006,"SEP",29,"Beach or Land",NA,NA,"Moderate Decomposition","Y",NA,NA,NA,NA,NA,"N","Unid","Subadult",36,"in","estimate",80,"lb",NA,NA,NA,NA,NA,NA,"Harbor porpoise","Inland_WA",48.1749980860215,-124.196525700935,-0.196525700934572,NA,-124,48.1749980860215
"Clallam","NW-2000-1023638","ErPJG20001","NMFSNW-1440",NA,"Whale, gray","Eschrichtius","robustus","Validated","P. Gearin",NA,"MFS/NMML","NW","United States","Neah Bay","WA",NA,"Cape Flattery Green Bank or Cape B arch",NA,NA,NA,NA,NA,NA,NA,NA,"N","2000-MAY-26",2000,"MAY",26,NA,NA,NA,"Fresh Dead","N","2000-JUN-04",2000,"JUN",4,"Advanced Decomposition","N","Male","Unid",1341,"cm","actual",NA,"kg",NA,NA,NA,NA,NA,NA,"Gray whale","Inland_WA",48.1749980860215,-124.196525700935,NA,NA,-124.196525700935,48.1749980860215
