County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,Country,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Obs.Date.estimate.explaination,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Clallam,NW-2012-1176916,JDF15MAY12A,12NWR05145,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Bob Campbell,Feiro Marine Life Center,Feiro Marine Life Center,NW,United States,Port Angeles,WA,Pacific Ocean,Salt Creek Estuary,48.163889,decimal degrees,actual,-123.703611,decimal degrees,actual,GPS,N,CBD,2012-MAY-15,2012,MAY,15,Beach or Land,NA,NA,Moderate Decomposition,N,2012-MAY-15,2012,MAY,15,Moderate Decomposition,N,Unid,Subadult,131,cm,actual,100,lb,NA,NA,NA,NA,NA,With right side up rib cage visible - 8-10 inch hole. Presumed caused by birds eating the porpoise.,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.492914701,0.011109086,-123703611,48163889
Clallam,NW-2012-1151358,MKH2012-047,12NWR12026,Confirmed- High Report,"Whale, sperm",Physeter,macrocephalus,Validated,Adrianne Akmajian,Makah Fisheries Management,Makah Fisheries Management,NW,NA,Ozette,WA,Pacific Ocean,0.2 miles south of Cape Alava beach access,48.1636,dd.dddd,estimate,-124.733,dd.dddd,estimate,Internet/Software,N,CBD,2012-DEC-10,2012,DEC,10,Beach or Land,NA,NA,Condition Unknown,N,2012-DEC-15,2012,DEC,15,Advanced Decomposition,N,Unid,Subadult,860,cm,estimate,NA,NA,2012-DEC-15,2012,DEC,15,MFM,"Reported to JS on 10-Dec-12 by Billy Noel- secondhand report of dead whale (reported as sperm whale) and dead dolphins or porpoise on ""Ozette Beach"". AA e-mailed Park Rangers and Jessie Huggins called the Park but no one was available to go confirm report. AA and EH hiked out on Saturday to look for carcass. We assumed it would be at Cape Alava somewhere, so hiked there and went towards Cannonball First. Then we went back South of the Cape Alava beach access and found it about .2 miles from trail. Because of very high tides we were unable to take complete measurements or samples on carcass.",Sperm whale,Inland_WA,4.82E+14,-1.24E+14,0.536474299,0.011398086,-124733,481636
Island,NW-2010-1126760,10Pp31DecWI-07,10NWR12006,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Susan Berta,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Pacific Ocean,"Strait of San de Fuca, Hastie Lake boat launch",48.162,decimal degrees,estimate,-122.455,decimal degrees,estimate,Map,N,CBD,2010-DEC-31,2010,DEC,31,Beach or Land,NA,NA,Fresh Dead,N,2010-DEC-31,2010,DEC,31,Fresh Dead,N,Female,Adult,165,cm,actual,146,lb,2011-JAN-01,2011,JAN,1,Norman et al,"The initial report was received by Matt Klope from Dave Bowen and family who had discovered the carcass on the beach. Upon arrival at the site, Matt found a very large harbor porpoise, very fresh dead. The Bowens helped Matt collect the carcass which was transported to the CPSMMSN necropsy lab where it was kept chilled overnight for necropsy on 1/1/11. Necropsy performed by Dr. S. Norman et al on 1/1/11. Carcass in good condition. Adult female 165 cm in length,146 lbs.Pregnant. Top portion of several thoracic vertebrae fractured, as well as left fifth rib. Greatly enlarged mediastinal and pulmonary lymph nodes. Lungs were firm and nodular with adhesions of the left mid-ventral lobe to underlying, greatly enlarged, mediastinal lymph nodes. Some parasites found. Tentative diagnosis: severe disseminated cryptococcus. Fetus collected and examined using separate and clean instruments and in an enclosed separate container not contaminated by mother's tissue and fluids. Weighed 5 oz and was 20 cm in length. Entire skeleton flensed and frozen for possible reconstruction for educational purposes.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.472153,-0.015560767,-1.95E+14,48162
Clallam,NW-2015-1175494,15-CM-017,15NWR08018,Unconfirmed,"Porpoise, harbor",Phocoena,phocoena,Validated,Kristin Wilikinson,NMFS West Coast Region - Seattle,NMFS West Coast Region - Seattle,NW,United States,Port Angeles,WA,Pacific Ocean,Salt Creek Recreational Area (Strait of Juan de Fuca),48.161936,decimal degrees,estimate,-123.707258,decimal degrees,estimate,Internet,N,CBD,2015-AUG-01,2015,AUG,1,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,36,in,estimate,NA,NA,NA,NA,NA,NA,NA,Reported to stranding network on 8/20 by COASST volunteer who found the dead porpoise while conducting a dead bird survey. Only information was that it was 3' and the head was detached and was laying near the carcass.,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.489267701,0.013062086,-123707258,48161936
Clallam,NW-2015-1176974,JDF08MAY15A,15NWR05076,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,Feiro Marine Life Center,Feiro Marine Life Center,NW,United States,Port Angeles,WA,Pacific Ocean,Crescent Beach (RV Park) Salt Creek,48.160108,decimal degrees,estimate,-123.71155,decimal degrees,estimate,Internet,N,CBD,2015-MAY-08,2015,MAY,8,Beach or Land,NA,NA,Fresh Dead,N,2015-MAY-08,2015,MAY,8,Fresh Dead,N,Unid,Unid,35,in,estimate,NA,NA,NA,NA,NA,NA,NA,"Kristin at MMSN was informed about this stranding May 8th, 2015",Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.484975701,0.014890086,-12371155,48160108
Island,NW-2011-1135838,11Pp15SepWI-03,11NWR09019,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Pacific Ocean,on beach at Keystone Ferry Landing,48.15898,decimal degrees,actual,-122.67086,decimal degrees,actual,GPS,N,CBD,2011-SEP-15,2011,SEP,15,Beach or Land,NA,NA,Moderate Decomposition,N,2011-SEP-15,2011,SEP,15,Moderate Decomposition,N,Unid,Calf,60,cm,estimate,18,lb,NA,NA,NA,NA,NA,"While following up on a live seal pup report, SD found a portion of a harbor porpoise.The body had been removed anterior to the flippers and immediately posterior to the flippers, leaving only the 2 flippers and scapulae remaining held together by a strip of flesh. The small amount of blubber remaining measured approximately 1 cm thick. The flipper measured 10.2 cm long by 5.5 cm wide at the widest part,leaving examiner to believe this was a very young calf or possibly a neonate. The scapula measured 8.4 cm at the widest part. This was possibly a shark attack or one by transient orcas which had been reported in the area for several days. The remains were LAS",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.256293,-0.012540767,-1.95E+14,4815898
Clallam,NW-2013-1155235,13-CM-009,13NWR06066,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,K. Wilkinson,NMFS West Coast Region - Seattle,NMFS - Northwest Region,NW,United States,Port Angeles,WA,Pacific Ocean,"10 miles W of PA, 1 mile E of Salt Creek Rec area",48.158875,decimal degrees,estimate,-123.724272,decimal degrees,estimate,Internet,N,CBD,2013-JUN-16,2013,JUN,16,Beach or Land,NA,NA,Condition Unknown,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,45,in,estimate,12.5,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.472253701,0.016123086,-123724272,48158875
Clallam,NW-2010-1128094,10-CM-019,10NWR08095,Confirmed - Minimum,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Agency Biologist,Dungeness National Wildlife Refuge,Dungeness National Wildlife Refuge,NW,United States,Seqium,WA,Pacific Ocean,"Straight of Juan de Fuca, Dungeness Spt",48.158372,decimal degrees,estimate,-123.172953,decimal degrees,estimate,Internet,N,CBD,2010-AUG-04,2010,AUG,4,Beach or Land,NA,NA,Condition Unknown,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,in,estimate,0,lb,NA,NA,NA,NA,NA,Was reported to NOAA by the Dungeness Wildlife Refuge - I asked for more information about the carcass to see if we could collect it for necropsy and for Level A data - carcass was gone when they went back out to locate it.,Dalls porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.023572701,0.016626086,-123172953,48158372
Clallam,NW-2011-1137449,JDF-072511-A,11NWR07084,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Rich Osborne,Juan De Fuca MMSN,Juan De Fuca MMSN,NW,NA,Joyce,WA,Strait of Juan de Fuca,East end of Whiskey Creek Beach,48.1549,dd.dddd,NA,-123.7671,dd.dddd,NA,GPS,N,N,2011-JUL-25,2011,JUL,25,Beach or Land,NA,NA,Fresh Dead,N,2011-JUL-25,2011,JUL,25,Fresh Dead,N,Female,Calf,82,cm,Actual,8,kh,2011-JUL-26,2011,JUL,26,MFM,"Reported dead on Whiskey Creek Beach 7/25/11, picked up by Rich Osborne, AA picked up for transfer to MFM for necropsy.",Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.429425701,0.020098086,-1237671,481549
Clallam,NW-2013-1151214,CRC-1253,13NWR05036,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,NA,Sequim,WA,Strait of Juan de Fuca,about 1/2 mile out on Dungeness Spit,48.154,dd.dddd,estimate,-123.1789,dd.dddd,estimate,Internet/Software,N,CBD,2013-MAY-07,2013,MAY,7,Beach or Land,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Male,Subadult,36,in,estimate,NA,NA,NA,NA,NA,NA,NA,RP had to leave area and was not sure if animal was still there after high tide. No response due to travel distance and uncertainty of animal presence,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.017625701,0.020998086,-1231789,48154
Clallam,NW-2013-1151230,CRC-1268,13NWR07053,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,NA,Sequim,WA,Strait of Juan de Fuca,"Dungeness Spit, 1/2 mile down spit",48.153,dd.dddd,estimate,-123.1792,dd.dddd,estimate,Internet/Software,N,CBD,2013-JUL-04,2013,JUL,4,Beach or Land,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Female,Adult,152,cm,estimate,NA,NA,NA,NA,NA,NA,NA,"reported late in the evening on 04-July, just before tide reached animal. No time to respond, animal washed out with the tide. Examined via photos only.",Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.017325701,0.021998086,-1231792,48153
Island,NW-2012-1145554,12Pp03SepWI-10,12NWR09022,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Pacific Ocean,"Admiralty Inlet, 200 yards north of Ledgewood Beach/Seacrest",48.15181,decimal degrees,actual,-122.60941,decimal degrees,actual,GPS,N,CBD,2012-SEP-03,2012,SEP,3,Beach or Land,NA,NA,Fresh Dead,N,2012-SEP-03,2012,SEP,3,Fresh Dead,N,Female,Calf,92,cm,actual,70,kg,2011-SEP-03,2011,SEP,3,S. Dubpernell in situ,"The porpoise calf was lying on its right side. The left eye was gone with a ""peck hole"" adjacent to it. No other injuries were noted except for a rash of small srape marks on its left (exposed) side. The right side of the carcass was unmarked. Responder took a few samples including blubber for dioxin testing. Lateral blubber and ventral blubber measured 1.6 cm. The calf appeared to be in good nutritional condition. Tooth buds only. Sampled heart, lung, liver and kidney. Tissues frozen in Whirl Paks and collected in formalin for histopathology. Fluke width: 21.4 cm, height of dorsal fin 7.9 cm, length of carcass 92 cm, weight estimated at 70 kg. Lung showed yellowish mottles on the surface and was exuding whitish frothy bubbles.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.317743,-0.005370767,-1.95E+14,4815181
Clallam,NW-2012-1143813,12-CL-003,12NWR05073,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,USFWS,USFWS,NW,United States,Sequim,WA,Pacific Ocean,"Straight of Juan de Fuca, 200 yards west of the 1/2 mile marker on Dungeness National Wildlife Refuge",48.15007,decimal degrees,actual,-123.18311,decimal degrees,actual,GPS,N,CBD,2012-MAY-16,2012,MAY,16,Beach or Land,NA,NA,Moderate Decomposition,N,2012-MAY-16,2012,MAY,16,Moderate Decomposition,N,Unid,Adult,160,cm,actual,125,lb,NA,NA,NA,NA,NA,Significant scavenger damage on right hand side of body. Left at the site.,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.013415701,0.024928086,-12318311,4815007
Clallam,NW-2008-1081437,DNG-08-01,08NWR07075,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,WDFW,USFWS,NMFS West Coast Region - Seattle,NW,United States,Sequim,WA,Pacific Ocean,"Puget Sound Base of Dungeoness Spit, south 1/2 mile",48.147275,decimal degrees,actual,-123.185158,decimal degrees,actual,Internet,N,CBD,2008-JUL-21,2008,JUL,21,NA,NA,NA,Fresh Dead,N,2008-JUL-21,2008,JUL,21,Fresh Dead,N,Female,Calf,87,cm,actual,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.011367701,0.027723086,-123185158,48147275
Clallam,NW-2011-1141678,11-CM-017,11NWR07108,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,K. Wilkinson,NMFS West Coast Region - Seattle,NMFS West Coast Region - Seattle,NW,United States,Port Angeles,WA,Pacific Ocean,"Freshwater Bay County Park, Straight on Juan de Fuca",48.146967,decimal degrees,estimate,-123.641717,decimal degrees,estimate,GPS,N,CBD,2011-JUL-07,2011,JUL,7,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Adult,60,in,estimate,125,lb,NA,NA,NA,NA,NA,"Reported by member of the public, sent Juan de Fuca MMSN to the site to collect the carcass and it was gone when they arrived a couple of hours later.",Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.554808701,0.028031086,-123641717,48146967
Island,NW-2014-1155436,14Pp26JanWI-01,14NWR01015,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Pacific Ocean,"Admiralty Inlet, .1 mile south of Bush Point boat house",48.14333,decimal degrees,actual,-122.36396,decimal degrees,actual,Map,N,N,2014-JAN-26,2014,JAN,26,Beach or Land,NA,NA,Fresh Dead,N,2014-JAN-26,2014,JAN,26,Fresh Dead,N,Unid,Subadult,120,cm,actual,132,kg,NA,NA,NA,NA,NA,"Porpoise reported initially on Jan 25th, but all membersd of stranding team were attending Ways of whales Workshop. Jill nd Clarence met with reporting party Jen Price and her husband Rick at Bush Point on 1/16. RP's took them to the site 0.1 mile south of the Bush Point boathouse. The carcass had been scavenged on its left side from jaw to area in front and above junction of left flipper. Left eye gone. Carcass collected and placed in Orca Network freezer for eventual necropsy.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.563193,0.003109233,-1.95E+14,4814333
Clallam,NW-2011-1140210,11-CM-015,11NWR06073,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,citizen caller,citizen caller,NW,United States,Sequim,WA,Pacific Ocean,Straight of Juan de Fuca,48.14294,decimal degrees,estimate,-123.57104,decimal degrees,NA,NA,N,CBD,2011-JUN-30,2011,JUN,30,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,in,estimate,0,lb,NA,NA,NA,NA,NA,extensive scavenger damage,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.625485701,0.032058086,-12357104,4814294
Clallam,NW-2012-1176917,JDF26JULY12A,12NWR07119,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Bob Campbell,Feiro Marine Life Center,Feiro Marine Life Center,NW,United States,NA,WA,Pacific Ocean,Ediz Hook outer side,48.142222,decimal degrees,actual,-123.435556,decimal degrees,actual,GPS,N,N,2012-JUL-26,2012,JUL,26,Beach or Land,NA,NA,Fresh Dead,N,2012-JUL-26,2012,JUL,26,Fresh Dead,N,Unid,Calf,32.5,in,actual,17,lb,NA,NA,NA,NA,NA,No obvious physical damage except for small puncture holes anterior of dorsal fin. Looks like marks possible made by birds. Small amount of blood near head. Fecal matter - liquid (dark) from anus. No notes available regarding further examination of the frozen carcass.,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.760969701,0.032776086,-123435556,48142222
Clallam,NW-2015-1176907,JDF03AUG15A,15NWR09013,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,Feiro Marine Life Center,Feiro Marine Life Center,NW,United States,Port Angeles,WA,Pacific Ocean,On Ediz Hook,48.142111,decimal degrees,estimate,-123.430286,decimal degrees,estimate,Internet,N,N,2015-AUG-03,2015,AUG,3,Beach or Land,NA,NA,Fresh Dead,Y,2015-AUG-03,2015,AUG,3,Fresh Dead,N,Unid,Unid,40,in,estimate,NA,kg,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.766239701,0.032887086,-123430286,48142111
Clallam,NW-2015-1176913,JDF24AUG15A,15NWR08035,Confirmed - Minimum,"Porpoise, unidentified phocoenidae",NA,NA,Validated,Public,Feiro Marine Life Center,Feiro Marine Life Center,NW,United States,Port Angeles,WA,Pacific Ocean,2052 Place Rd - behind house about 5 min walk from mouth of Elwha River,48.141856,decimal degrees,estimate,-123.572578,decimal degrees,estimate,Internet,N,CBD,2015-AUG-24,2015,AUG,24,Beach or Land,NA,NA,Advanced Decomposition,N,2015-AUG-24,2015,AUG,24,Advanced Decomposition,N,Unid,Unid,60,in,estimate,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified,Inland_WA,4.82E+14,-1.24E+14,-0.623947701,0.033142086,-123572578,48141856
Clallam,NW-2014-1159518,14-CL-022,14NWR06047,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Coast Guard,USCG,USCG,NW,United States,Port Angeles,WA,Pacific Ocean,Straight of Juan de Fuca,48.141839,decimal degrees,estimate,-123.434708,decimal degrees,estimate,NA,N,CBD,2014-JUN-09,2014,JUN,9,Beach or Land,NA,NA,Advanced Decomposition,N,2014-JUN-09,2014,JUN,9,Advanced Decomposition,N,Unid,Adult,60,in,estimate,150,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.761817701,0.033159086,-123434708,48141839
Jefferson County,NW-2019-1207431,EJC_2019_01,19NWR01007,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,WA,Pacific Ocean,"Fort Worden beach, between bathrooms and light house on Port Townsend side.",48.1415,decimal degrees,actual,-122.7572,decimal degrees,actual,Internet,,CBD,2019-JAN-15,2019,JAN,15,Beach or Land,,,Fresh Dead,Y,2019-JAN-15,2019,JAN,15,Fresh Dead,,Female,Adult,130,cm,actual,100,lb,,,,,,"Pacific Mammal Research, Dr. Cindy Elliser, collected vertebra and two ribs from the carcass on Jan 19, 2019. The rest of the material was left at site. Eagles were seen feeding on the remains.",,,,,,,,
Clallam,NW-2016-1190310,JdFAug91A,16NWR08002,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Helle Andersen,Feiro Marine Life Center,Feiro Marine Life Center,NW,United States,Port Angeles,WA,Pacific Ocean,Next to the hanger building at the Coast Guard Station,48.139638,decimal degrees,estimate,-123.408635,decimal degrees,NA,Map,N,N,2016-AUG-10,2016,AUG,10,NA,NA,NA,Moderate Decomposition,N,2016-AUG-10,2016,AUG,10,Moderate Decomposition,N,Male,Calf,33,in,actual,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.787890701,0.035360086,-123408635,48139638
Jefferson County,NW-2013-1148657,EJC-2013-005,13NWR06001,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,WA,Pacific Ocean,"North Beach, Strait of Juan de Fuca",48.139316,decimal degrees,estimate,-122.80065,decimal degrees,estimate,Internet,N,CBD,2013-JUN-10,2013,JUN,10,Beach or Land,NA,NA,Advanced Decomposition,N,2013-JUN-10,2013,JUN,10,Advanced Decomposition,N,Unid,Adult,56,in,actual,40,lb,NA,NA,NA,NA,NA,"Scavenging, skin sloughing, much of lower half body was gone. Blubber around rib cage was removed, but ribs were not broken. Scratches on remaining blubber.",Harbor porpoise,Inland_WA,47835433,-1.23E+11,-0.107777625,-0.303883,-12280065,48139316
Jefferson County,NW-2019-1209333,EJC-2019-05,19NWR03001,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,WA,Pacific Ocean,Admiralty Inlet,48.1390737,decimal degrees,actual,-122.759866,decimal degrees,actual,GPS,,CBD,2019-MAR-31,2019,MAR,31,Floating,,,Advanced Decomposition,,2019-MAR-31,2019,MAR,31,Advanced Decomposition,,Unid,Adult,50,in,estimate,,,,,,,,,,,,,,,,
Clallam,NW-2012-1151401,JDF-72612-A,12NWR07090,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Bob Campbell,Juan De Fuca MMSN,Juan De Fuca MMSN,NW,United States,Port Angeles,WA,Strait of Juan de Fuca,Strait side of Ediz Hook,48.1386,decimal degrees,actual,-124.4346,decimal degrees,actual,GPS,N,CBD,2012-JUL-26,2012,JUL,26,Beach or Land,NA,NA,Fresh Dead,N,2012-JUL-26,2012,JUL,26,Fresh Dead,N,Female,Calf,89,cm,actual,8,kg,2012-AUG-21,2012,AUG,21,MFM,"Harbor porpoise calf found by Bob Campbell (FMLC) and carcass collected for necropsy. Carcass was frozen and will be transferred to Makah Fisheries for a necropsy training for summer interns in August. From Level A field response: No obvious physical damage except for small puncture holes anterior of dorsal fin, looks like marks from gripper or possibly caused by a bird beak. Small amount of blood near head. Fecal matter (liquid, dark) around anus. From physical exam at time of necropsy: Slight scavenging around umbilical opening, fecal staining around anus, white froth coming from blowhole, no teeth erupted, skin sloughing slightly on left side - likely due to freezing and transport. Human Interaction Form completed: Signs of Human Interaction - No external signs of HI, froth in blowhole and lungs suggests drowning but succumbed due to unknown cause. Final Human Interaction Determination - Could Not Be Determined.",Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,0.238074299,0.036398086,-1244346,481386
Clallam,NW-2012-1143148,MKH2012-012,12NWR05014,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Adrianne Akmajian,Makah Fisheries Management,Makah Fisheries Management,NW,NA,Port Angeles,WA,Strait of Juan de Fuca,Ediz Hook,48.1378,dd.dddd,NA,-124.439,dd.dddd,NA,GPS,N,N,2012-MAY-14,2012,MAY,14,Beach or Land,NA,NA,Fresh Dead,N,2012-MAY-14,2012,MAY,14,Fresh Dead,N,Male,Adult,155,cm,Actual,51.5,kg,2012-MAY-15,2012,MAY,15,MFM,"Reported by the public to Rich Osborne (Juan de Fuca Marine Mammal Stranding Network) on 14-May-12. Porpoise was half way down the inside of Ediz Hook, at waterline. Bob Campbell (Feiro Marine Life Center) responded at scene and took photographs and measurements. Adrianne Akmajian (Makah Fisheries) met Bob at the scene and collected the carcass for necropsy. Adrianne transported the carcass to the WDFW lab in Lakewood, WA to perform the necropsy. Necropsy performed at WDFW based on desire to take sterile brain samples in culture media (primarily to test for protozoal parasites) which we do not have the capacity for at the Makah lab.",Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,0.242474299,0.037198086,-124439,481378
Clallam,NW-2011-1140207,11-CM-011,11NWR05055,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,citizen caller,citizen caller,NW,United States,Elwah,WA,Pacific Ocean,"Straight of Juan de Fuca, West Elwah Beach in front of farthest house west",48.13691,decimal degrees,actual,-123.58225,decimal degrees,actual,GPS,N,CBD,2011-MAY-30,2011,MAY,30,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,in,estimate,0,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.614275701,0.038088086,-12358225,4813691
Jefferson,NW-2015-1174797,EJC-2015-006,15NWR07062,Unconfirmed,"Porpoise, harbor",Phocoena,phocoena,Validated,Port Townsend Marine Science Center,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,WA,Pacific Ocean,0.5 mile east of McCurdy Point. West of North Beach Park.,48.136259,decimal degrees,estimate,-122.823328,decimal degrees,estimate,Internet,N,CBD,2015-JUL-23,2015,JUL,23,Beach or Land,NA,NA,Fresh Dead,N,2015-JUL-23,2015,JUL,23,Fresh Dead,N,Unid,Unid,0,cm,estimate,0,kg,NA,NA,NA,NA,NA,"Porpoise had fresh, foamy blood oozing out of blowhole. No external injuries or signs of trauma to the body.",Harbor porpoise,Inland_WA,4.78E+14,-1.24E+14,-0.941280342,-0.295418303,-122823328,48136259
Jefferson,NW-2013-1147561,EJC-2013-003,13NWR03001,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,WA,Pacific Ocean,"Glass Beach, approximately 3 miles west of North Beach access point",48.135678,decimal degrees,estimate,-122.838993,decimal degrees,estimate,Internet,N,CBD,2013-MAR-17,2013,MAR,17,NA,NA,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,cm,estimate,0,kg,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.78E+14,-1.24E+14,-0.925615342,-0.294837303,-122838993,48135678
