year,month,PDO,MEI,SST45,upwell39,NPGO,vwnd,uwnd,mld,ssh,chl,PDO_lag1,MEI_lag1,SST45_lag1,upwell39_lag1,NPGO_lag1,vwnd_lag1,uwnd_lag1,mld_lag1,ssh_lag1,chl_lag1,PDO_lag2,MEI_lag2,SST45_lag2,upwell39_lag2,NPGO_lag2,vwnd_lag2,uwnd_lag2,mld_lag2,ssh_lag2,chl_lag2,PDO_lag3,MEI_lag3,SST45_lag3,upwell39_lag3,NPGO_lag3,vwnd_lag3,uwnd_lag3,mld_lag3,ssh_lag3,chl_lag3
2001,11,-1.200903887,-0.315189392,-0.420275281,-1.284806615,1.7645249,-0.111552291,0.567143833,0.131828124,-0.033705986,-1.05347861,-1.3048088,-0.460236035,-0.19860168,0.160165914,1.1619115,-0.755197074,0.006350073,-0.853788595,-0.381923132,-0.543337609,-1.3048088,-0.341877974,0.276163828,0.147835558,1.8929954,-1.072048827,-0.485641337,-0.971909298,-0.154965793,-0.7498939,-0.738054733,0.24527084,1.016821293,0.92284372,1.9150242,-1.1235531,-0.7777783,-1.205566949,-0.469629595,-0.888804035
2001,12,-0.889189151,-0.101680732,-0.57794863,-1.176113377,2.019483,0.702257535,-0.906646194,0.514223985,-0.848431559,-1.265563631,-1.200903887,-0.315189392,-0.420275281,-1.284806615,1.7645249,-0.111552291,0.567143833,0.131828124,-0.033705986,-1.05347861,-1.3048088,-0.460236035,-0.19860168,0.160165914,1.1619115,-0.755197074,0.006350073,-0.853788595,-0.381923132,-0.543337609,-1.3048088,-0.341877974,0.276163828,0.147835558,1.8929954,-1.072048827,-0.485641337,-0.971909298,-0.154965793,-0.7498939
2002,1,0.244318982,-0.120246702,-1.586825334,-1.115632097,1.8641573,1.151941665,-1.254480298,0.758647285,-0.530079588,-1.32623554,-0.889189151,-0.101680732,-0.57794863,-1.176113377,2.019483,0.702257535,-0.906646194,0.514223985,-0.848431559,-1.265563631,-1.200903887,-0.315189392,-0.420275281,-1.284806615,1.7645249,-0.111552291,0.567143833,0.131828124,-0.033705986,-1.05347861,-1.3048088,-0.460236035,-0.19860168,0.160165914,1.1619115,-0.755197074,0.006350073,-0.853788595,-0.381923132,-0.543337609
2002,2,-0.615258019,-0.32563275,-1.408788269,-0.821853935,2.1773567,0.710718196,-0.102860007,1.187417786,-0.977427526,-1.102693836,0.244318982,-0.120246702,-1.586825334,-1.115632097,1.8641573,1.151941665,-1.254480298,0.758647285,-0.530079588,-1.32623554,-0.889189151,-0.101680732,-0.57794863,-1.176113377,2.019483,0.702257535,-0.906646194,0.514223985,-0.848431559,-1.265563631,-1.200903887,-0.315189392,-0.420275281,-1.284806615,1.7645249,-0.111552291,0.567143833,0.131828124,-0.033705986,-1.05347861
2002,3,-0.416894096,-0.276897078,-1.555407028,-0.074573188,1.8982763,0.495394375,-0.251931766,1.059138087,-1.38870337,-0.934520549,-0.615258019,-0.32563275,-1.408788269,-0.821853935,2.1773567,0.710718196,-0.102860007,1.187417786,-0.977427526,-1.102693836,0.244318982,-0.120246702,-1.586825334,-1.115632097,1.8641573,1.151941665,-1.254480298,0.758647285,-0.530079588,-1.32623554,-0.889189151,-0.101680732,-0.57794863,-1.176113377,2.019483,0.702257535,-0.906646194,0.514223985,-0.848431559,-1.265563631
2002,4,-0.312989183,0.325336588,-1.283115046,0.516458678,0.89742213,-0.470390074,0.63157778,0.608617198,-1.748524756,-0.675316383,-0.416894096,-0.276897078,-1.555407028,-0.074573188,1.8982763,0.495394375,-0.251931766,1.059138087,-1.38870337,-0.934520549,-0.615258019,-0.32563275,-1.408788269,-0.821853935,2.1773567,0.710718196,-0.102860007,1.187417786,-0.977427526,-1.102693836,0.244318982,-0.120246702,-1.586825334,-1.115632097,1.8641573,1.151941665,-1.254480298,0.758647285,-0.530079588,-1.32623554
2002,5,-0.605812118,0.888117566,-0.373147822,1.387294637,1.102573,-1.046561085,1.468673041,-0.078791037,-1.321776592,-0.761312925,-0.312989183,0.325336588,-1.283115046,0.516458678,0.89742213,-0.470390074,0.63157778,0.608617198,-1.748524756,-0.675316383,-0.416894096,-0.276897078,-1.555407028,-0.074573188,1.8982763,0.495394375,-0.251931766,1.059138087,-1.38870337,-0.934520549,-0.615258019,-0.32563275,-1.408788269,-0.821853935,2.1773567,0.710718196,-0.102860007,1.187417786,-0.977427526,-1.102693836
2002,6,-0.341326887,0.941494731,1.056966906,2.934862112,1.6053913,-1.224657999,1.640678917,-0.627107084,-0.797966609,-1.020414451,-0.605812118,0.888117566,-0.373147822,1.387294637,1.102573,-1.046561085,1.468673041,-0.078791037,-1.321776592,-0.761312925,-0.312989183,0.325336588,-1.283115046,0.516458678,0.89742213,-0.470390074,0.63157778,0.608617198,-1.748524756,-0.675316383,-0.416894096,-0.276897078,-1.555407028,-0.074573188,1.8982763,0.495394375,-0.251931766,1.059138087,-1.38870337,-0.934520549
2002,7,-0.303543282,0.686212638,0.540892144,0.964662253,1.3822964,-1.2963621,1.386219431,-1.134858165,0.165365196,-0.565281723,-0.341326887,0.941494731,1.056966906,2.934862112,1.6053913,-1.224657999,1.640678917,-0.627107084,-0.797966609,-1.020414451,-0.605812118,0.888117566,-0.373147822,1.387294637,1.102573,-1.046561085,1.468673041,-0.078791037,-1.321776592,-0.761312925,-0.312989183,0.325336588,-1.283115046,0.516458678,0.89742213,-0.470390074,0.63157778,0.608617198,-1.748524756,-0.675316383
2002,8,0.556033718,1.022720852,-0.217219935,0.870045084,0.8118436,-1.634259747,0.914431886,-1.231835133,-0.360153938,-0.210272777,-0.303543282,0.686212638,0.540892144,0.964662253,1.3822964,-1.2963621,1.386219431,-1.134858165,0.165365196,-0.565281723,-0.341326887,0.941494731,1.056966906,2.934862112,1.6053913,-1.224657999,1.640678917,-0.627107084,-0.797966609,-1.020414451,-0.605812118,0.888117566,-0.373147822,1.387294637,1.102573,-1.046561085,1.468673041,-0.078791037,-1.321776592,-0.761312925
2002,9,0.395453399,0.8823157,0.041690177,-0.097698039,0.8244111,-1.225609823,0.771366682,-1.311888501,-0.609510159,-0.687723602,0.556033718,1.022720852,-0.217219935,0.870045084,0.8118436,-1.634259747,0.914431886,-1.231835133,-0.360153938,-0.210272777,-0.303543282,0.686212638,0.540892144,0.964662253,1.3822964,-1.2963621,1.386219431,-1.134858165,0.165365196,-0.565281723,-0.341326887,0.941494731,1.056966906,2.934862112,1.6053913,-1.224657999,1.640678917,-0.627107084,-0.797966609,-1.020414451
2002,10,0.386007498,0.996032269,-0.824058691,0.345592791,0.8236371,-0.535854438,1.153055911,-1.233902138,-0.693798318,-0.638619859,0.395453399,0.8823157,0.041690177,-0.097698039,0.8244111,-1.225609823,0.771366682,-1.311888501,-0.609510159,-0.687723602,0.556033718,1.022720852,-0.217219935,0.870045084,0.8118436,-1.634259747,0.914431886,-1.231835133,-0.360153938,-0.210272777,-0.303543282,0.686212638,0.540892144,0.964662253,1.3822964,-1.2963621,1.386219431,-1.134858165,0.165365196,-0.565281723
2002,11,1.415610719,1.108588465,-0.538966658,-1.143255003,1.6592152,1.207570511,-0.553351586,0.247537322,0.817271592,-0.964858247,0.386007498,0.996032269,-0.824058691,0.345592791,0.8236371,-0.535854438,1.153055911,-1.233902138,-0.693798318,-0.638619859,0.395453399,0.8823157,0.041690177,-0.097698039,0.8244111,-1.225609823,0.771366682,-1.311888501,-0.609510159,-0.687723602,0.556033718,1.022720852,-0.217219935,0.870045084,0.8118436,-1.634259747,0.914431886,-1.231835133,-0.360153938,-0.210272777
2002,12,1.972918884,1.201418317,0.047508381,-3.162437676,2.636547,2.593744051,-1.495288524,0.816394228,1.06608808,-1.32708905,1.415610719,1.108588465,-0.538966658,-1.143255003,1.6592152,1.207570511,-0.553351586,0.247537322,0.817271592,-0.964858247,0.386007498,0.996032269,-0.824058691,0.345592791,0.8236371,-0.535854438,1.153055911,-1.233902138,-0.693798318,-0.638619859,0.395453399,0.8823157,0.041690177,-0.097698039,0.8244111,-1.225609823,0.771366682,-1.311888501,-0.609510159,-0.687723602
2003,1,1.963472983,1.26871996,-0.481948251,-1.797521327,1.9691832,2.141310206,-1.040428542,0.996137508,1.165668649,-0.989523787,1.972918884,1.201418317,0.047508381,-3.162437676,2.636547,2.593744051,-1.495288524,0.816394228,1.06608808,-1.32708905,1.415610719,1.108588465,-0.538966658,-1.143255003,1.6592152,1.207570511,-0.553351586,0.247537322,0.817271592,-0.964858247,0.386007498,0.996032269,-0.824058691,0.345592791,0.8236371,-0.535854438,1.153055911,-1.233902138,-0.693798318,-0.638619859
2003,2,1.642312345,0.955419209,-0.767622105,-0.291723892,0.9925656,1.009591044,0.188184856,1.332757828,0.797841237,-0.522816168,1.963472983,1.26871996,-0.481948251,-1.797521327,1.9691832,2.141310206,-1.040428542,0.996137508,1.165668649,-0.989523787,1.972918884,1.201418317,0.047508381,-3.162437676,2.636547,2.593744051,-1.495288524,0.816394228,1.06608808,-1.32708905,1.415610719,1.108588465,-0.538966658,-1.143255003,1.6592152,1.207570511,-0.553351586,0.247537322,0.817271592,-0.964858247
2003,3,1.415610719,0.82313667,-0.811840461,-0.934503455,1.4907115,0.709343339,-0.437588901,0.731431724,0.243626347,-0.843620299,1.642312345,0.955419209,-0.767622105,-0.291723892,0.9925656,1.009591044,0.188184856,1.332757828,0.797841237,-0.522816168,1.963472983,1.26871996,-0.481948251,-1.797521327,1.9691832,2.141310206,-1.040428542,0.996137508,1.165668649,-0.989523787,1.972918884,1.201418317,0.047508381,-3.162437676,2.636547,2.593744051,-1.495288524,0.816394228,1.06608808,-1.32708905
2003,4,1.103895982,0.339261066,-0.648348907,-0.82626253,1.1017216,0.004887555,0.216579476,0.666622516,-0.412777816,-0.639720634,1.415610719,0.82313667,-0.811840461,-0.934503455,1.4907115,0.709343339,-0.437588901,0.731431724,0.243626347,-0.843620299,1.642312345,0.955419209,-0.767622105,-0.291723892,0.9925656,1.009591044,0.188184856,1.332757828,0.797841237,-0.522816168,1.963472983,1.26871996,-0.481948251,-1.797521327,1.9691832,2.141310206,-1.040428542,0.996137508,1.165668649,-0.989523787
2003,5,0.82996485,0.108346809,0.422782588,1.409369385,0.9192588,-0.546536023,0.868017602,0.049923065,-0.622643639,-0.093548858,1.103895982,0.339261066,-0.648348907,-0.82626253,1.1017216,0.004887555,0.216579476,0.666622516,-0.412777816,-0.639720634,1.415610719,0.82313667,-0.811840461,-0.934503455,1.4907115,0.709343339,-0.437588901,0.731431724,0.243626347,-0.843620299,1.642312345,0.955419209,-0.767622105,-0.291723892,0.9925656,1.009591044,0.188184856,1.332757828,0.797841237,-0.522816168
2003,6,0.631600927,-0.015813119,0.798056795,2.079928198,0.77769154,-1.377795962,1.285746158,-0.692562232,-0.240063551,1.080601911,0.82996485,0.108346809,0.422782588,1.409369385,0.9192588,-0.546536023,0.868017602,0.049923065,-0.622643639,-0.093548858,1.103895982,0.339261066,-0.648348907,-0.82626253,1.1017216,0.004887555,0.216579476,0.666622516,-0.412777816,-0.639720634,1.415610719,0.82313667,-0.811840461,-0.934503455,1.4907115,0.709343339,-0.437588901,0.731431724,0.243626347,-0.843620299
2003,7,0.896086158,0.065413002,1.112239851,1.548706248,1.2024409,-1.494447325,1.410245649,-1.067206825,0.264855809,1.57793113,0.631600927,-0.015813119,0.798056795,2.079928198,0.77769154,-1.377795962,1.285746158,-0.692562232,-0.240063551,1.080601911,0.82996485,0.108346809,0.422782588,1.409369385,0.9192588,-0.546536023,0.868017602,0.049923065,-0.622643639,-0.093548858,1.103895982,0.339261066,-0.648348907,-0.82626253,1.1017216,0.004887555,0.216579476,0.666622516,-0.412777816,-0.639720634
2003,8,0.820518949,0.218582258,0.68227452,0.488242998,0.78228796,-0.679474158,0.87893861,-1.001837803,0.773643249,0.838994237,0.896086158,0.065413002,1.112239851,1.548706248,1.2024409,-1.494447325,1.410245649,-1.067206825,0.264855809,1.57793113,0.631600927,-0.015813119,0.798056795,2.079928198,0.77769154,-1.377795962,1.285746158,-0.692562232,-0.240063551,1.080601911,0.82996485,0.108346809,0.422782588,1.409369385,0.9192588,-0.546536023,0.868017602,0.049923065,-0.622643639,-0.093548858
2003,9,-0.001274447,0.393798604,-0.178819784,0.565049375,0.8692253,-1.134128926,1.553310853,-1.19497355,0.450883466,1.145921191,0.820518949,0.218582258,0.68227452,0.488242998,0.78228796,-0.679474158,0.87893861,-1.001837803,0.773643249,0.838994237,0.896086158,0.065413002,1.112239851,1.548706248,1.2024409,-1.494447325,1.410245649,-1.067206825,0.264855809,1.57793113,0.631600927,-0.015813119,0.798056795,2.079928198,0.77769154,-1.377795962,1.285746158,-0.692562232,-0.240063551,1.080601911
2003,10,0.773289444,0.43673241,0.70671098,-0.355761813,1.286991,-0.392869268,0.489604676,-0.804697234,0.824737886,-0.39486306,-0.001274447,0.393798604,-0.178819784,0.565049375,0.8692253,-1.134128926,1.553310853,-1.19497355,0.450883466,1.145921191,0.820518949,0.218582258,0.68227452,0.488242998,0.78228796,-0.679474158,0.87893861,-1.001837803,0.773643249,0.838994237,0.896086158,0.065413002,1.112239851,1.548706248,1.2024409,-1.494447325,1.410245649,-1.067206825,0.264855809,1.57793113
2003,11,0.480466509,0.513317038,-0.122965018,-1.20420281,-0.11436786,0.514219345,-0.73682452,0.329485444,0.499189487,-0.778404297,0.773289444,0.43673241,0.70671098,-0.355761813,1.286991,-0.392869268,0.489604676,-0.804697234,0.824737886,-0.39486306,-0.001274447,0.393798604,-0.178819784,0.565049375,0.8692253,-1.134128926,1.553310853,-1.19497355,0.450883466,1.145921191,0.820518949,0.218582258,0.68227452,0.488242998,0.78228796,-0.679474158,0.87893861,-1.001837803,0.773643249,0.838994237
2003,12,0.300994388,0.280082035,-0.466239098,-1.761388067,0.22437689,1.708758914,-2.098128165,0.955271103,0.852264222,-0.522003049,0.480466509,0.513317038,-0.122965018,-1.20420281,-0.11436786,0.514219345,-0.73682452,0.329485444,0.499189487,-0.778404297,0.773289444,0.43673241,0.70671098,-0.355761813,1.286991,-0.392869268,0.489604676,-0.804697234,0.824737886,-0.39486306,-0.001274447,0.393798604,-0.178819784,0.565049375,0.8692253,-1.134128926,1.553310853,-1.19497355,0.450883466,1.145921191
2004,1,0.395453399,0.24527084,-0.862458842,-1.498994289,0.26501486,1.752437077,-1.389900797,1.227039152,1.032534736,-0.684211716,0.300994388,0.280082035,-0.466239098,-1.761388067,0.22437689,1.708758914,-2.098128165,0.955271103,0.852264222,-0.522003049,0.480466509,0.513317038,-0.122965018,-1.20420281,-0.11436786,0.514219345,-0.73682452,0.329485444,0.499189487,-0.778404297,0.773289444,0.43673241,0.70671098,-0.355761813,1.286991,-0.392869268,0.489604676,-0.804697234,0.824737886,-0.39486306
2004,2,0.442682905,0.28936502,-1.007913961,-1.62925896,0.6672296,1.123175418,-1.084658624,1.599444491,1.011035408,-0.537908171,0.395453399,0.24527084,-0.862458842,-1.498994289,0.26501486,1.752437077,-1.389900797,1.227039152,1.032534736,-0.684211716,0.300994388,0.280082035,-0.466239098,-1.761388067,0.22437689,1.708758914,-2.098128165,0.955271103,0.852264222,-0.522003049,0.480466509,0.513317038,-0.122965018,-1.20420281,-0.11436786,0.514219345,-0.73682452,0.329485444,0.499189487,-0.778404297
